phenomenon;sentence_good;sentence_bad
NO RESUMPTION;Henning arbetar på en hammare som han inte vet om den existerar;Henning arbetar på en hammare som han inte vet om existerar
NO RESUMPTION;Helga tävlar om en skjorta som hon inte vet när den glänser;Helga tävlar om en skjorta som hon inte vet när glänser
NO RESUMPTION;Helena seglar förbi en tröja som hon inte vet om den flyter;Helena seglar förbi en tröja som hon inte vet om flyter
NO RESUMPTION;Hanna simmar i en mössa som hon inte vet när den faller;Hanna simmar i en mössa som hon inte vet när faller
NO RESUMPTION;Freja flyger i en hatt som hon inte vet om den förklarar;Freja flyger i en hatt som hon inte vet om förklarar
NO RESUMPTION;Fredrik suckar åt en varg som han inte vet när den jagar;Fredrik suckar åt en varg som han inte vet när jagar
NO RESUMPTION;Flora stirrar bakom en kappa som hon inte vet om den ropar;Flora stirrar bakom en kappa som hon inte vet om ropar
NO RESUMPTION;Fanny glänser framför en vagn som hon inte vet när den erkänner;Fanny glänser framför en vagn som hon inte vet när erkänner
NO RESUMPTION;Eva skymtar i en resa som hon inte vet om den fortsätter;Eva skymtar i en resa som hon inte vet om fortsätter
NO RESUMPTION;Erika skäller på ett djur som hon inte vet om det fattar;Erika skäller på ett djur som hon inte vet om fattar
NO RESUMPTION;Erik uppträder på en scen som han inte vet om den roterar;Erik uppträder på en scen som han inte vet om roterar
NO RESUMPTION;Emanuel tittar på en puma som han inte vet om den drunknar;Emanuel tittar på en puma som han inte vet om drunknar
NO RESUMPTION;Ellen badar på strand som hon inte vet när den stänger;Ellen badar på strand som hon inte vet när stänger
NO RESUMPTION;Elias ramlar under en sekund som han inte vet när den slutar;Elias ramlar under en sekund som han inte vet när slutar
NO RESUMPTION;Ebba berättar om en historia som hon inte vet om den duger;Ebba berättar en historia som hon inte vet om duger
NO RESUMPTION;Dick klagar på en prenumeration som han inte vet när den avslutas;Dick klagar på en prenumeration som han inte vet när avslutas
NO RESUMPTION;Daniel skålar i en sång som han inte vet när den börjar;Daniel skålar i en sång som han inte vet när börjar
NO RESUMPTION;Christine står i en korridor som hon inte vet när den rasar;Christine står i en korridor som hon inte vet när rasar
NO RESUMPTION;Christel ser på en film som hon inte vet om den duger;Christel ser på en film som hon inte vet om duger
NO RESUMPTION;Caroline löper i en teater som hon inte vet när den börjar;Caroline löper i en teater som hon inte vet när börjar
NO RESUMPTION;Björn klättrar i en pjäs som han inte vet om den raljerar;Björn klättrar i en pjäs som han inte vet om raljerar
NO RESUMPTION;Beata hoppar under en fest som hon inte vet när den började;Beata hoppar under en fest som hon inte vet när började
NO RESUMPTION;Anna-Lena darrar bakom en present som hon inte vet om den köptes;Anna-Lena darrar bakom en present som hon inte vet om köptes
NO RESUMPTION;Anna svettas framför en gåva som hon inte vet när den inhandlades;Anna svettas framför en gåva som hon inte vet när inhandlades
NO RESUMPTION;Ann-Katrin rodnar av en fråga som hon inte vet om den överraskar;Ann-Katrin rodnar av en fråga som hon inte vet om överraskar
NO RESUMPTION;Anders bleknar på en sida som han inte vet om den ironiserar;Anders bleknar på en sida som han inte vet om ironiserar
NO RESUMPTION;Alice spottar i en hand som hon inte vet om den lockade;Alice spottar i en hand som hon inte vet om lockade
NO RESUMPTION;Alf doftar på en blomma som han inte vet när den polinerade;Alf doftar på en blomma som han inte vet när polinerade
NO RESUMPTION;Alexander luktar med en näsa som han inte vet om den fungerar;Alexander luktar med en näsa som han inte vet om fungerar
NO RESUMPTION;Albin bolmar under ett tak som han inte vet när den byggdes;Albin bolmar under ett tak som han inte vet när byggdes
NO RESUMPTION;Alba sprang i ett bibliotek som hon inte vet om det tilläts;Alba sprang i ett bibliotek som hon inte vet om tilläts
NO RESUMPTION;Aina rusar bakom en rygg som hon inte vet när den svänger;Aina rusar bakom en rygg som hon inte vet när svänger
NO RESUMPTION;Ahmed kryper på spegel arm som han inte vet om den finns;Ahmed kryper på spegel arm som han inte vet om finns
NO RESUMPTION;Adina planerar för ett djur som hon inte vet när det äter;Adina planerar för ett djur som hon inte vet när äter
NO RESUMPTION;Adam sover med en apa som han inte vet om den slåss;Adam sover med en apa som han inte vet om slåss
RESUMPTION 1;Han väntar på en buss som kommer snart;Han väntar på en buss som den kommer snart
RESUMPTION 1;John kliver på ett tåg som avgår strax;John kliver på ett tåg som det avgår strax
RESUMPTION 1;Hanna sparkar på en bil som funkade förut;Hanna sparkar på en bil som den funkade förut
RESUMPTION 1;Niklas litar på en bläckfisk som föds senare;Niklas litar på en bläckfisk som den föds senare
RESUMPTION 1;Pelle struntar i ett hus som exploderar snart;Pelle struntar i ett hus som det exploderar snart
RESUMPTION 1;Rebecka köper en bastu som levereras snart;Rebecka köper en bastu som den levereras snart
RESUMPTION 1;Herrarna skövlar en skog som dog förra året;Herrarna skövlar en skog som den dog förra året
RESUMPTION 1;Sara rullar ut ett fodral som spricker snart;Sara rullar ut ett fodral som det spricker snart
RESUMPTION 1;Tjuvarna spränger en bank som var hel förut;Tjuvarna spränger en bank som den var hel förut
RESUMPTION 1;Ormen stirrar på en råtta som vaknar snart;Orman stirrar på en råtta som den vaknar snart
RESUMPTION 1;Ylva sover i en stol som pajar ofta;Ylva sover i en stol som den pajar ofta
RESUMPTION 1;Vive vaknar på en lördag som lovar mycket;Vive vaknar på en lördag som den lovar mycket
RESUMPTION 1;Viola somnar med en penna som kostar mycket;Viola somnar med en penna som den kostar mycket
RESUMPTION 1;Uma ser på en blomma som vissnar strax;Uma ser på en blomma som vissnar den strax
RESUMPTION 1;Ulla springer bakom en byggnad som låter ibland;Ulla springer bakom en byggnad som den låter ibland
RESUMPTION 1;Tryggve står bakom en pojke som sjunger ofta;Tryggve står bakom en pojke som den sjunger ofta
RESUMPTION 1;Torgny reser med en cykel som krånglar ibland;Torgny reser med en cykel som den krånglar ibland
RESUMPTION 1;Tobias åker i en bil som lyfter snart;Tobias åker i en bil som den lyfter snart
RESUMPTION 1;Tobias faller genom en gata som luktar illa;Tobias faller genom en gata som den luktar illa
RESUMPTION 1;Ted bockar vid en hund som lyfter nattetid;Ted bockar vid en hund som den lyfter nattetid
RESUMPTION 1;Sofie skrattar åt en katt som smyger nattetid;Sofie skrattar åt en katt som den smyger nattetid
RESUMPTION 1;Sara försvinner i en skola som ekar numera;Sara försvinner i en skola som den ekar numera
RESUMPTION 1;Sandra uppstår under en dator som hämtar data;Sandra uppstår under en dator som den hämtar data
RESUMPTION 1;Saga stannar på en matta som försvinnar snart;Saga stannar på en matta som den försvinnar snart
RESUMPTION 1;Rune hoppar framför en jacka som faller emellanåt;Rune hoppar framför en jacka som den faller emellanåt
RESUMPTION 1;Runar kräks på en sko som snurrar runt;Runar kräks på en sko som den snurrar runt
RESUMPTION 1;Robert skiner genom en dörr som håller tätt;Robert skiner genom en dörr som den håller tätt
RESUMPTION 1;Pontus brinner vid en vägg som glöder långsamt;Pontus brinner vid en vägg som den glöder långsamt
RESUMPTION 1;Otis kissar på en soffa som flyttas fortlöpande;Otis kissar på en soffa som den flyttas fortlöpande
RESUMPTION 1;Oscar växer i en kudde som sys fortfarande;Oscar växer i en kudde som den sys fortfarande
RESUMPTION 1;Olle mognar under ett tak som läcker ännu;Olle mognar under ett tak som det läcker ännu
RESUMPTION 1;Nils åldras bakom en ring som skapar kaos;Nils åldras bakom en ring som den skapar kaos
RESUMPTION 1;Niklas sjunker framför en klocka som förstör ibland;Niklas sjunker framför en klocka som den förstör ibland
RESUMPTION 1;Nicole lyfter över en tidning som samlar damm;Nicole lyfter över en tidning som den samlar damm
RESUMPTION 1;Nico landar på en bana som sprider oro;Nico landar på en bana som den sprider oro
RESUMPTION 1;Nada sitter med en maskin som signalerar frekvent;Nada sitter med en maskin som den signalerar frekvent
RESUMPTION 1;Murat vilar under en semester som kommer tillbaka;Murat vilar under en semester som den kommer tillbaka
RESUMPTION 1;Muhammed står på en middag som börjar snart;Muhammed står på en middag som den börjar snart
RESUMPTION 1;Meriem skrattar under en frukost som slutar strax;Meriem skrattar under en frukost som den slutar strax
RESUMPTION 1;Maude skäller på en hund som svarar omedelbart;Maude skäller på en hund som den svarar omedelbart
RESUMPTION 1;Mats ler åt en lägenhet som minns allt;Mats ler åt en lägenhet som den minns allt
RESUMPTION 1;Maria andas bredvid en stuga som glömmer saker;Maria andas bredvid en stuga som den glömmer saker
RESUMPTION 1;Majken hostar på en gård som ligger säkert;Majken hostar på en gård som den ligger säkert
RESUMPTION 1;Maj nyser vid en fågel som nös nyligen;Maj nyser vid en fågel som den nös nyligen
RESUMPTION 1;Magdalena gäspar på en anka som pratar snällt;Magdalena gäspar på en anka som den pratar snällt
RESUMPTION 1;Linn skär i en anka som flyger emellanåt;Linn skär i en anka som den flyger emellanåt
RESUMPTION 1;Linda snickrar på en gipsskiva som räcker helt;Linda snickrar på en gipsskiva som den räcker helt
RESUMPTION 1;Kristina lever på ett hem som är sorgligt;Kristina lever på ett hem som det är sorgligt
RESUMPTION 1;Kristin föds framför en låda som väger mycket;Kristin föds framför en låda som den väger mycket
RESUMPTION 1;Klas trivs med en väska som prövades ut;Klas trivs över en väska som den prövades ut
RESUMPTION 1;Klara glittrar av skönhet som strålar allsmäktigt;Klara glittrar av skönhet som den strålar allsmäktigt
RESUMPTION 1;Kerstin existerar i en galax som når hit;Kerstin existerar i en galax som den når hit
RESUMPTION 1;Katrin upphör av en kniv som skär varje år;Katrin upphör av en kniv som den skär varje år
RESUMPTION 1;Karl brygger på ett bryggeri som stänger ibland;Karl brygger på ett bryggeri som det stänger ibland
RESUMPTION 1;Josefin ironiserar över en kund som skäller mycket;Josefin ironiserar över en kund som den skäller mycket
RESUMPTION 1;Josef slutar på ett jobb som darrar otäckt;Josef slutar på ett jobb som det darrar otäckt
RESUMPTION 1;Jonas framför en låt som rockar mestadel­s;Jonas framför en låt som den rockar mestadels
RESUMPTION 1;John styr över ett hav som gungar häftigt;John styr över ett hav som det gungar häftigt
RESUMPTION 1;Johan drömmer om en värld som klarar allt;Johan drömmer om en värld som den klarar allt
RESUMPTION 1;Joakim ifrågasätter ett arbete som skickas snart;Joamim ifrågasätter ett arbete som det skickas snart
RESUMPTION 1;Janice sjunger med en stämma som låter bra;Janice sjunger med en stämma som den låter bra
RESUMPTION 1;Iris löser ett problem som förvirrar många;Iris löser ett problem som det förvirrar många
RESUMPTION 1;Ingrid skriker under en platta som pajar gång på gång;Ingrid skriker under en platta som den pajar gång på gång
RESUMPTION 1;Inger ropar bakom en skiva som skyddar enstaka gånger;Inger ropar bakom en skiva som den skyddar enstaka gånger
RESUMPTION 1;Ida vilar bakom en spik som låter ett fåtal gånger;Ida vilar bakom en spik som den låter ett fåtal gånger
RESUMPTION 1;Henning arbetar med en hammare som pajar många gånger;Henning arbetar över en hammare som den pajar många gånger
RESUMPTION 1;Helga tävlar om en skjorta som spricker flera gånger;Helga tävlar om en skjorta som den spricker flera gånger
RESUMPTION 1;Helena seglar på en sjö som försvinner imorgon;Helena seglar på en sjö som den försvinner imorgon
RESUMPTION 1;Hanna simmar i en mössa som gråter någon enstaka gång;Hanna simmar i en mössa som den gråter någon enstaka gång
RESUMPTION 1;Freja flyger med en hatt som svävar ibland;Freja flyger med en hatt som den svävar ibland
RESUMPTION 1;Fredrik formaliserar en teori som bräcker allt;Fredrik formaliserar en teori som den bräcker allt
RESUMPTION 1;Flora stirrar bakom en kappa som förvirrar ibland;Flora stirrar bakom en kappa som den förvirrar ibland
RESUMPTION 1;Fanny klagar på en vagn som fungerar dåligt;Fanny klagar på en vagn som den fungerar dåligt
RESUMPTION 1;Eva syns i en tidning som behandlar mycket;Eva syns i en tidning som den behandlar mycket
RESUMPTION 1;Erika väntar i en stuga som brinner otäckt;Erika väntar i en stuga som den brinner otäckt
RESUMPTION 1;Erik uppträder på en scen som luktar bränt;Erik uppträder på en scen som den luktar bränt
RESUMPTION 1;Emanuel spelar på en gitarr som låter bra;Emanuel spelar på en gitarr som den låter bra
RESUMPTION 1;Ellen funderar på en hypotes som hörs ofta;Ellen funderar på en hypotes som den hörs oft
RESUMPTION 1;Elias sjunger på en låt som omvandlar allt;Elias sjunger på en låt som den omvandlar allt
RESUMPTION 1;Ebba syr på en historia som fortsätter vidare;Ebba syr på en historia som den fortsätter vidare
RESUMPTION 1;Dick skänker till organisationer som fungerar ibland;Dick skänker till organisationer som de fungerar ibland
RESUMPTION 1;Daniel jobbar på en firma som ordnar allt;Daniel jobbar på en firma som den ordnar allt
RESUMPTION 1;Christine skriver på en visa som fördömdes förr i världen;Christine skriver på en visa som den fördömdes förr i världen
RESUMPTION 1;Christel passerar en teater som förringar andra;Christel passerar en teater som den förringar andra
RESUMPTION 1;Caroline löper i en pjäs som avstyr problem;Caroline löper i en pjäs som den avstyr problem
RESUMPTION 1;Björn klättrar i en pjäs som underkuvar humöret;Björn klättrar i en pjäs som den underkuvar humöret
RESUMPTION 1;Beata hoppar på en fest som fortsätter tills vidare;Beata hoppar på en fest som den fortsätter tills vidare
RESUMPTION 1;Anna-Lena darrar bakom en dörr som stänger snart;Anna-Lena darrar bakom en dörr som den stänger snart
RESUMPTION 1;Anna svettas framför en gåva som utmanar en;Anna svettas framför en gåva som den utmanar en
RESUMPTION 1;Ann-Katrin gillar en fråga som överraskar så småningom;Ann-Katrin gillar en fråga som den överraskar så småningom
RESUMPTION 1;Anders bleknar av en sida som ersätter böcker;Anders bleknar av en sida som den ersätter böcker
RESUMPTION 1;Alice tröttnar på en hand som driver hårt;Alice tröttnar på en hand som den driver hårt
RESUMPTION 1;Alf luktar på en fot som stinker illa;Alf luktar på en fot som den stinker illa
RESUMPTION 1;Alexander sniffar med en näsa som känner allt;Alexander sniffar med en näsa som den känner allt
RESUMPTION 1;Albin svär med en mun som funkar för ögonblicket;Albin svär med en mun som den funkar för ögonblicket
RESUMPTION 1;Alba organiserar ett bibliotek som fungerar bra;Alba organiserar ett bibliotek som det fungerar bra
RESUMPTION 1;Aina ser på en rygg som granskar gången tid;Aina ser på en rygg som det granskar gången tid
RESUMPTION 1;Ahmed kryper på en spegel som kontrollerar framtiden;Ahmed kryper på en spegel som den kontrollerar framtiden
RESUMPTION 1;Adina vandrar på en nyckel som käkas snart;Adina vandrar på en nyckel som den käkas snart
RESUMPTION 1;Adam sover till en klocka som slår än så länge;Adam sover till en klocka som den slår än så länge
RESUMPTION 2;Britta sitter i bilen som hon vet när hon lånade;Britta sitter i bilen som hon vet när hon lånade den
RESUMPTION 2;Johan läser en bok som han vet när han köpte;Johan läser en bok som han vet när han köpte den
RESUMPTION 2;Han inväntar en bok som han vet när han beställde;Han inväntar en bok som han vet när han beställde den
RESUMPTION 2;Ylva köper en stol som hon vet när hon kastar;Ylva köper en stol som hon vet när hon kastar den
RESUMPTION 2;Vive säljer en fisk som han vet när han fångade;Vive säljer en fisk som han vet när han fångade den
RESUMPTION 2;Viola öppnar en penna som hon vet när hon använder;Viola öppnar en penna som hon vet när hon använder den
RESUMPTION 2;Uma stänger en dörr som hon vet när hon öppnade;Uma stänger en dörr som hon vet när hon öppnade den
RESUMPTION 2;Ulla skriver ett brev som hon vet när hon postar;Ulla skriver ett brev som hon vet när hon postar det
RESUMPTION 2;Tryggve läser en tidning som han vet när han hittade;Tryggve läser en tidning som han vet när han hittade den
RESUMPTION 2;Torgny ritar en cykel som han vet när han gillar;Torgny ritar en cykel som han vet när han gillar den
RESUMPTION 2;Tobias målar en bil som han vet när han tog;Tobias målar en bil som han vet när han tog den
RESUMPTION 2;Tobias bygger en gata som han gissar när han köpte;Tobias bygger en gata som han gissar när han köpte den
RESUMPTION 2;Ted river en hund som han vet när han förlorade;Ted river en hund som han vet när han förlorade den
RESUMPTION 2;Sofie kastar en katt som hon vet när hon lyfte;Sofie kastar en katt som hon vet när hon lyfte den
RESUMPTION 2;Sara hotar en skola som hon vet när hon släppte;Sara hotar en skola som hon vet när hon släppte den
RESUMPTION 2;Sandra bär en dator som hon vet när hon målar;Sandra bär en dator som hon vet när hon målar den
RESUMPTION 2;Saga lämnar en matta som hon vet när hon sydde;Saga lämnar en matta som hon vet när hon sydde den
RESUMPTION 2;Rune hämtar en jacka som han vet när han behöver;Rune hämtar en jacka som han vet när han behöver den
RESUMPTION 2;Runar slår en knop som han vet när han lärde sig;Runar slår en sko som han vet när han lärde sig den
RESUMPTION 2;Robert spelar ett solo som han vet när han hörde;Robert spelar ett solo som han vet när han hörde det
RESUMPTION 2;Pontus lyfter en vägg som han vet när han sålde;Pontus lyfter en vägg som han vet när han sålde den
RESUMPTION 2;Otis flyttar en soffa som han vet när han belånar;Otis flyttar en soffa som han vet när han belånar den
RESUMPTION 2;Oscar fyller en kudde som han vet när han sydde;Oscar fyller en kudde som han vet när han sydde den
RESUMPTION 2;Olle tömmer en påse som han vet när han smälte;Olle tömmer en påse som han vet när han smälte den
RESUMPTION 2;Nils håller en föreläsning som han vet när han förstörde;Nils håller en föreläsning som han vet när han förstörde den
